  , 	  , 	T1, 	T2, 	T3, 	T4, 	T5, 	T6, 	T7, 	T8, 	T9, 	T10, 	T11, 	T12, 	T13, 	T14, 	T15, 	T16, 	T17, 	T18, 	T19,  	T20,  	T21,  	T22,  	T23,  	T24  
K21, 	S71, 	0.090,	0.119,	0.215,	0.217,	0.111,	0.116,	0.166,	0.116,	0.124,	0.115,	0.000,	0.000,	0.172,	0.313,	0.335,	0.717,	0.737,	0.833,	0.860,	0.965,	0.732,	0.442,	0.428,	0.293, 
K21, 	S72, 	0.000,	0.041,	0.132,	0.089,	0.036,	0.084,	0.177,	0.272,	0.146,	0.014,	0.001,	0.328,	0.008,	0.219,	0.598,	0.559,	0.608,	0.817,	0.960,	0.829,	0.550,	0.850,	0.289,	0.282, 
K21, 	S73, 	0.163,	0.114,	0.235,	0.235,	0.011,	0.042,	0.000,	0.000,	0.000,	0.000,	0.064,	0.059,	0.209,	0.605,	0.792,	0.597,	0.752,	0.960,	0.960,	0.621,	0.636,	0.458,	0.300,	0.334, 
K21, 	S74, 	0.273,	0.197,	0.457,	0.292,	0.211,	0.049,	0.000,	0.064,	0.071,	0.000,	0.239,	0.309,	0.248,	0.346,	0.544,	0.739,	0.685,	0.960,	0.763,	0.626,	0.625,	0.624,	0.121,	0.111, 
K21, 	S75, 	0.004,	0.000,	0.084,	0.086,	0.013,	0.117,	0.163,	0.076,	0.000,	0.176,	0.000,	0.000,	0.240,	0.215,	0.678,	0.713,	0.681,	0.842,	0.925,	0.937,	0.777,	0.388,	0.291,	0.009, 
K21, 	S76, 	0.000,	0.096,	0.233,	0.057,	0.557,	0.234,	0.039,	0.270,	0.264,	0.167,	0.002,	0.000,	0.000,	0.224,	0.538,	0.706,	0.781,	0.957,	0.773,	0.863,	0.659,	0.669,	0.226,	0.045, 
K21, 	S77, 	0.000,	0.024,	0.232,	0.211,	0.127,	0.308,	0.024,	0.001,	0.000,	0.170,	0.000,	0.036,	0.000,	0.286,	0.609,	0.558,	0.805,	0.914,	0.959,	0.936,	0.569,	0.459,	0.170,	0.121, 
K21, 	S78, 	0.255,	0.127,	0.151,	0.000,	0.491,	0.068,	0.000,	0.150,	0.079,	0.303,	0.254,	0.319,	0.122,	0.207,	0.609,	0.395,	0.599,	0.819,	0.509,	0.749,	0.771,	0.594,	0.163,	0.278, 
K21, 	S79, 	0.273,	0.141,	0.199,	0.059,	0.026,	0.168,	0.000,	0.000,	0.025,	0.201,	0.062,	0.094,	0.203,	0.398,	0.641,	0.786,	0.762,	0.802,	0.757,	0.823,	0.604,	0.522,	0.428,	0.359, 
K21, 	S80, 	0.126,	0.169,	0.230,	0.210,	0.022,	0.209,	0.263,	0.117,	0.000,	0.384,	0.449,	0.091,	0.166,	0.234,	0.424,	0.396,	0.878,	0.952,	0.526,	0.727,	0.607,	0.760,	0.305,	0.215, 
K21, 	S81, 	0.250,	0.024,	0.109,	0.039,	0.415,	0.411,	0.158,	0.370,	0.442,	0.079,	0.233,	0.101,	0.066,	0.207,	0.324,	0.631,	0.689,	0.956,	0.958,	0.655,	0.757,	0.459,	0.423,	0.384, 
K21, 	S82, 	0.151,	0.159,	0.000,	0.046,	0.239,	0.170,	0.311,	0.153,	0.142,	0.013,	0.407,	0.060,	0.000,	0.222,	0.436,	0.638,	0.726,	0.868,	0.447,	0.747,	0.855,	0.676,	0.421,	0.210, 
K21, 	S83, 	0.283,	0.413,	0.007,	0.227,	0.088,	0.110,	0.226,	0.193,	0.029,	0.000,	0.236,	0.000,	0.131,	0.276,	0.614,	0.703,	0.713,	0.293,	0.757,	0.931,	0.771,	0.488,	0.168,	0.302, 
K21, 	S84, 	0.211,	0.078,	0.000,	0.051,	0.232,	0.021,	0.000,	0.016,	0.121,	0.000,	0.000,	0.026,	0.187,	0.386,	0.644,	0.703,	0.382,	0.955,	0.987,	0.942,	0.403,	0.426,	0.423,	0.171, 
K21, 	S85, 	0.165,	0.171,	0.220,	0.209,	0.000,	0.290,	0.198,	0.228,	0.438,	0.000,	0.005,	0.210,	0.114,	0.056,	0.508,	0.490,	0.850,	0.362,	1.037,	0.608,	0.629,	0.726,	0.284,	0.339, 
K21, 	S86, 	0.275,	0.107,	0.196,	0.039,	0.122,	0.122,	0.100,	0.156,	0.122,	0.000,	0.024,	0.098,	0.148,	0.265,	0.593,	0.623,	0.382,	0.960,	0.855,	0.545,	0.767,	0.669,	0.137,	0.199, 
K21, 	S87, 	0.286,	0.116,	0.323,	0.226,	0.219,	0.001,	0.234,	0.125,	0.156,	0.000,	0.296,	0.115,	0.000,	0.224,	0.605,	0.865,	0.200,	0.749,	0.956,	0.665,	0.694,	0.588,	0.168,	0.304, 
K21, 	S88, 	0.377,	0.230,	0.174,	0.154,	0.125,	0.272,	0.051,	0.010,	0.096,	0.172,	0.092,	0.168,	0.408,	0.223,	0.559,	0.733,	0.877,	0.763,	0.852,	0.803,	0.635,	0.507,	0.284,	0.298, 
K21, 	S89, 	0.274,	0.124,	0.347,	0.214,	0.083,	0.046,	0.000,	0.233,	0.000,	0.000,	0.053,	0.069,	0.122,	0.343,	0.528,	0.607,	0.759,	0.861,	0.957,	0.860,	0.728,	0.403,	0.421,	0.247, 
K21, 	S90, 	0.354,	0.077,	0.013,	0.159,	0.000,	0.164,	0.224,	0.164,	0.000,	0.133,	0.104,	0.026,	0.002,	0.225,	0.689,	0.685,	0.746,	0.654,	0.844,	0.605,	0.444,	0.579,	0.271,	0.216, 
K21, 	S91, 	0.351,	0.037,	0.000,	0.050,	0.035,	0.084,	0.000,	0.126,	0.051,	0.273,	0.000,	0.000,	0.298,	0.400,	0.758,	0.705,	0.686,	0.749,	0.813,	0.897,	0.713,	0.500,	0.284,	0.405, 
K21, 	S92, 	0.355,	0.146,	0.018,	0.052,	0.375,	0.158,	0.206,	0.122,	0.132,	0.000,	0.000,	0.229,	0.000,	0.075,	0.712,	0.643,	0.793,	0.904,	0.893,	0.693,	0.449,	0.802,	0.210,	0.112, 
K21, 	S93, 	0.271,	0.111,	0.100,	0.097,	0.150,	0.051,	0.002,	0.106,	0.121,	0.095,	0.096,	0.125,	0.368,	0.383,	0.426,	0.423,	0.790,	0.654,	0.881,	0.789,	0.609,	0.522,	0.296,	0.295, 
K21, 	S94, 	0.355,	0.360,	0.000,	0.137,	0.115,	0.037,	0.166,	0.000,	0.407,	0.015,	0.033,	0.036,	0.384,	0.222,	0.615,	0.711,	0.861,	0.860,	0.904,	0.755,	0.771,	0.409,	0.164,	0.302, 
K21, 	S95, 	0.163,	0.302,	0.134,	0.052,	0.014,	0.067,	0.248,	0.046,	0.000,	0.000,	0.069,	0.153,	0.182,	0.074,	0.387,	0.760,	0.701,	0.653,	0.887,	0.755,	0.690,	0.711,	0.425,	0.000, 
K21, 	S96, 	0.236,	0.078,	0.230,	0.161,	0.211,	0.008,	0.037,	0.001,	0.007,	0.290,	0.357,	0.148,	0.170,	0.384,	0.560,	0.684,	0.809,	0.799,	0.445,	0.724,	0.669,	0.544,	0.428,	0.180, 
K21, 	S97, 	0.171,	0.390,	0.146,	0.292,	0.486,	0.403,	0.210,	0.176,	0.000,	0.000,	0.000,	0.228,	0.000,	0.230,	0.432,	0.635,	0.805,	0.955,	0.886,	0.787,	0.672,	0.577,	0.301,	0.287, 
K21, 	S98, 	0.242,	0.022,	0.173,	0.000,	0.125,	0.077,	0.146,	0.001,	0.121,	0.000,	0.071,	0.233,	0.110,	0.207,	0.640,	0.791,	0.200,	0.791,	0.690,	0.763,	0.700,	0.490,	0.163,	0.061, 
K21, 	S99, 	0.378,	0.125,	0.233,	0.141,	0.438,	0.038,	0.125,	0.000,	0.123,	0.000,	0.000,	0.052,	0.102,	0.397,	0.732,	0.596,	0.787,	0.960,	0.851,	0.718,	0.639,	0.485,	0.428,	0.304, 
K21, 	S100, 	0.000,	0.207,	0.228,	0.221,	0.000,	0.379,	0.298,	0.000,	0.154,	0.000,	0.181,	0.000,	0.058,	0.384,	0.434,	0.395,	0.836,	0.707,	0.796,	0.868,	0.700,	0.680,	0.168,	0.341, 


K22, 	S1, 	0.052,	0.267,	0.057,	0.148,	0.096,	0.053,	0.227,	0.006,	0.141,	0.000,	0.099,	0.171,	0.470,	0.541,	0.476,	0.752,	0.831,	1.036,	0.706,	0.472,	0.410,	0.291,	0.250,	0.075, 
K22, 	S2, 	0.000,	0.000,	0.117,	0.027,	0.036,	0.000,	0.167,	0.114,	0.015,	0.000,	0.037,	0.033,	0.311,	0.621,	0.759,	0.841,	0.836,	0.984,	0.867,	0.821,	0.601,	0.325,	0.395,	0.065, 
K22, 	S3, 	0.088,	0.150,	0.211,	0.334,	0.166,	0.051,	0.187,	0.032,	0.135,	0.000,	0.000,	0.278,	0.347,	0.565,	0.702,	0.725,	0.874,	0.897,	0.991,	0.582,	0.475,	0.188,	0.146,	0.367, 
K22, 	S4, 	0.224,	0.170,	0.200,	0.000,	0.072,	0.176,	0.000,	0.107,	0.024,	0.196,	0.007,	0.150,	0.240,	0.289,	0.766,	0.778,	0.822,	0.913,	0.685,	0.564,	0.708,	0.308,	0.209,	0.368, 
K22, 	S5, 	0.094,	0.163,	0.223,	0.175,	0.250,	0.258,	0.000,	0.048,	0.143,	0.000,	0.119,	0.000,	0.322,	0.490,	0.652,	0.817,	0.384,	1.009,	1.008,	0.764,	0.606,	0.277,	0.010,	0.232, 
K22, 	S6, 	0.123,	0.128,	0.213,	0.207,	0.077,	0.256,	0.111,	0.033,	0.039,	0.000,	0.049,	0.000,	0.473,	0.408,	0.436,	0.736,	0.978,	0.983,	0.768,	0.909,	0.624,	0.327,	0.281,	0.375, 
K22, 	S7, 	0.102,	0.197,	0.159,	0.212,	0.087,	0.001,	0.046,	0.056,	0.025,	0.388,	0.000,	0.000,	0.535,	0.528,	0.827,	0.668,	0.918,	0.995,	0.755,	0.822,	0.461,	0.271,	0.228,	0.202, 
K22, 	S8, 	0.146,	0.132,	0.151,	0.088,	0.238,	0.217,	0.042,	0.000,	0.018,	0.051,	0.097,	0.136,	0.326,	0.834,	0.754,	0.702,	0.951,	1.053,	0.385,	0.562,	0.634,	0.175,	0.146,	0.452, 
K22, 	S9, 	0.501,	0.343,	0.151,	0.088,	0.045,	0.176,	0.000,	0.000,	0.254,	0.254,	0.203,	0.011,	0.359,	0.403,	0.574,	0.910,	0.627,	0.719,	0.861,	0.605,	0.494,	0.430,	0.214,	0.312, 
K22, 	S10, 	0.091,	0.278,	0.198,	0.226,	0.190,	0.000,	0.425,	0.212,	0.074,	0.393,	0.085,	0.125,	0.096,	0.507,	0.828,	0.704,	0.828,	0.907,	0.673,	0.734,	0.460,	0.173,	0.260,	0.108, 
K22, 	S11, 	0.000,	0.004,	0.152,	0.000,	0.255,	0.212,	0.002,	0.089,	0.088,	0.170,	0.044,	0.025,	0.159,	0.561,	0.519,	0.785,	0.686,	0.977,	1.033,	0.735,	0.623,	0.170,	0.143,	0.506, 
K22, 	S12, 	0.174,	0.354,	0.057,	0.186,	0.120,	0.009,	0.042,	0.064,	0.113,	0.218,	0.334,	0.146,	0.159,	0.772,	0.910,	0.677,	0.728,	0.839,	0.960,	0.699,	0.693,	0.061,	0.165,	0.535, 
K22, 	S13, 	0.122,	0.187,	0.177,	0.000,	0.029,	0.178,	0.091,	0.109,	0.119,	0.037,	0.107,	0.033,	0.318,	0.800,	0.582,	1.012,	0.879,	0.811,	0.765,	0.913,	0.720,	0.133,	0.226,	0.096, 
K22, 	S14, 	0.166,	0.282,	0.135,	0.286,	0.012,	0.180,	0.135,	0.129,	0.000,	0.381,	0.229,	0.000,	0.321,	0.507,	0.434,	0.838,	0.763,	0.994,	0.762,	0.740,	0.459,	0.427,	0.165,	0.270, 
K22, 	S15, 	0.458,	0.071,	0.000,	0.200,	0.000,	0.000,	0.097,	0.099,	0.000,	0.000,	0.291,	0.023,	0.332,	0.829,	0.703,	0.838,	0.816,	0.858,	0.673,	0.537,	0.474,	0.323,	0.242,	0.255, 
K22, 	S16, 	0.058,	0.000,	0.159,	0.088,	0.208,	0.045,	0.004,	0.036,	0.297,	0.036,	0.000,	0.162,	0.453,	0.704,	0.664,	0.725,	0.826,	0.791,	0.710,	0.772,	0.350,	0.327,	0.005,	0.324, 
K22, 	S17, 	0.167,	0.195,	0.005,	0.001,	0.240,	0.085,	0.000,	0.000,	0.000,	0.000,	0.000,	0.109,	0.367,	0.549,	1.000,	0.991,	0.835,	0.914,	0.711,	0.923,	0.743,	0.060,	0.029,	0.252, 
K22, 	S18, 	0.187,	0.004,	0.004,	0.001,	0.258,	0.026,	0.136,	0.563,	0.070,	0.051,	0.117,	0.222,	0.141,	0.488,	0.694,	0.732,	0.368,	0.769,	0.252,	0.606,	0.677,	0.289,	0.385,	0.204, 
K22, 	S19, 	0.184,	0.275,	0.139,	0.001,	0.173,	0.016,	0.132,	0.234,	0.109,	0.000,	0.093,	0.276,	0.322,	0.417,	0.764,	0.612,	0.787,	0.911,	0.705,	0.762,	0.448,	0.270,	0.213,	0.422, 
K22, 	S20, 	0.035,	0.000,	0.003,	0.262,	0.176,	0.121,	0.043,	0.000,	0.165,	0.040,	0.000,	0.034,	0.504,	0.692,	0.519,	0.787,	0.791,	0.870,	0.941,	0.837,	0.455,	0.374,	0.165,	0.250, 
K22, 	S21, 	0.000,	0.017,	0.000,	0.145,	0.236,	0.081,	0.000,	0.135,	0.170,	0.024,	0.057,	0.173,	0.323,	0.610,	0.590,	0.651,	0.769,	0.741,	0.855,	0.839,	0.715,	0.323,	0.143,	0.417, 
K22, 	S22, 	0.460,	0.285,	0.160,	0.193,	0.049,	0.271,	0.081,	0.033,	0.074,	0.000,	0.332,	0.000,	0.220,	0.611,	0.489,	0.838,	1.028,	0.654,	0.249,	0.664,	0.547,	0.374,	0.056,	0.489, 
K22, 	S23, 	0.190,	0.131,	0.210,	0.159,	0.000,	0.077,	0.174,	0.056,	0.104,	0.129,	0.417,	0.230,	0.104,	0.608,	0.577,	0.704,	0.667,	0.882,	0.264,	0.504,	0.488,	0.289,	0.057,	0.354, 
K22, 	S24, 	0.000,	0.172,	0.015,	0.115,	0.072,	0.186,	0.138,	0.220,	0.000,	0.048,	0.000,	0.133,	0.344,	0.439,	0.909,	0.838,	0.883,	0.841,	0.306,	0.794,	0.579,	0.129,	0.370,	0.324, 
K22, 	S25, 	0.298,	0.125,	0.106,	0.141,	0.159,	0.103,	0.001,	0.090,	0.000,	0.000,	0.096,	0.000,	0.310,	0.617,	0.959,	0.815,	0.828,	0.913,	0.933,	0.838,	0.504,	0.324,	0.003,	0.201, 
K22, 	S26, 	0.083,	0.056,	0.158,	0.042,	0.109,	0.077,	0.181,	0.042,	0.077,	0.109,	0.119,	0.000,	0.164,	0.671,	0.621,	0.528,	0.724,	0.922,	0.884,	0.797,	0.568,	0.541,	0.219,	0.355, 
K22, 	S27, 	0.166,	0.275,	0.160,	0.131,	0.173,	0.304,	0.064,	0.000,	0.023,	0.008,	0.000,	0.128,	0.416,	0.540,	0.739,	0.782,	0.921,	0.932,	0.712,	0.519,	0.456,	0.528,	0.251,	0.035, 
K22, 	S28, 	0.105,	0.209,	0.053,	0.000,	0.060,	0.142,	0.160,	0.054,	0.371,	0.357,	0.011,	0.000,	0.449,	0.677,	0.590,	0.686,	0.655,	0.737,	0.865,	0.839,	0.589,	0.301,	0.250,	0.493, 
K22, 	S29, 	0.459,	0.310,	0.275,	0.000,	0.172,	0.168,	0.032,	0.039,	0.084,	0.000,	0.077,	0.135,	0.477,	0.349,	0.767,	0.908,	0.886,	0.967,	0.915,	0.608,	0.713,	0.393,	0.187,	0.252, 
K22, 	S30, 	0.164,	0.000,	0.211,	0.146,	0.202,	0.191,	0.168,	0.034,	0.000,	0.000,	0.030,	0.011,	0.158,	0.568,	0.576,	0.781,	0.780,	0.710,	0.254,	0.889,	0.711,	0.324,	0.135,	0.034, 
K22, 	S31, 	0.165,	0.275,	0.286,	0.299,	0.247,	0.132,	0.153,	0.044,	0.145,	0.052,	0.000,	0.000,	0.092,	0.507,	0.497,	0.704,	0.727,	0.995,	0.925,	0.882,	0.752,	0.325,	0.140,	0.513, 
K22, 	S32, 	0.036,	0.059,	0.101,	0.133,	0.180,	0.200,	0.173,	0.000,	0.008,	0.000,	0.120,	0.156,	0.072,	0.305,	0.644,	0.707,	0.832,	0.719,	0.856,	0.800,	0.714,	0.562,	0.146,	0.035, 
K22, 	S33, 	0.103,	0.338,	0.281,	0.012,	0.043,	0.165,	0.122,	0.000,	0.402,	0.353,	0.263,	0.147,	0.283,	0.674,	0.703,	0.782,	0.728,	0.786,	0.697,	0.697,	0.599,	0.077,	0.132,	0.168, 
K22, 	S34, 	0.035,	0.272,	0.151,	0.088,	0.229,	0.072,	0.081,	0.056,	0.016,	0.162,	0.092,	0.267,	0.341,	0.296,	0.507,	0.858,	0.881,	0.792,	0.261,	0.616,	0.443,	0.120,	0.251,	0.104, 
K22, 	S35, 	0.000,	0.212,	0.120,	0.000,	0.284,	0.054,	0.151,	0.056,	0.000,	0.401,	0.063,	0.046,	0.444,	0.620,	0.413,	0.677,	0.724,	0.815,	0.866,	0.837,	0.650,	0.329,	0.166,	0.102, 
K22, 	S36, 	0.303,	0.289,	0.275,	0.260,	0.167,	0.000,	0.139,	0.074,	0.000,	0.026,	0.000,	0.118,	0.239,	0.570,	0.754,	0.706,	0.987,	0.937,	0.718,	0.891,	0.711,	0.094,	0.352,	0.324, 
K22, 	S37, 	0.036,	0.009,	0.036,	0.179,	0.258,	0.180,	0.002,	0.038,	0.035,	0.030,	0.000,	0.019,	0.174,	0.567,	0.910,	1.030,	0.956,	0.724,	0.793,	0.983,	0.586,	0.077,	0.119,	0.034, 
K22, 	S38, 	0.465,	0.241,	0.228,	0.000,	0.000,	0.222,	0.043,	0.000,	0.022,	0.000,	0.349,	0.157,	0.304,	0.415,	0.555,	0.969,	0.883,	0.911,	0.702,	0.561,	0.707,	0.294,	0.279,	0.107, 
K22, 	S39, 	0.106,	0.182,	0.004,	0.001,	0.034,	0.000,	0.000,	0.089,	0.000,	0.410,	0.066,	0.255,	0.459,	0.612,	0.921,	0.817,	0.831,	0.934,	0.685,	0.563,	0.584,	0.318,	0.013,	0.128, 
K22, 	S40, 	0.000,	0.122,	0.000,	0.263,	0.214,	0.165,	0.415,	0.127,	0.379,	0.023,	0.049,	0.000,	0.203,	0.630,	0.457,	0.499,	0.813,	0.720,	0.838,	0.578,	0.544,	0.262,	0.311,	0.138, 
K22, 	S41, 	0.151,	0.334,	0.205,	0.282,	0.166,	0.211,	0.172,	0.000,	0.024,	0.208,	0.334,	0.000,	0.194,	0.569,	0.727,	0.648,	0.525,	0.836,	0.842,	0.508,	0.712,	0.454,	0.248,	0.101, 
K22, 	S42, 	0.094,	0.207,	0.115,	0.204,	0.138,	0.023,	0.130,	0.440,	0.056,	0.018,	0.121,	0.110,	0.089,	0.364,	0.573,	0.814,	0.843,	0.720,	0.679,	0.522,	0.740,	0.347,	0.166,	0.100, 
K22, 	S43, 	0.167,	0.212,	0.146,	0.303,	0.112,	0.153,	0.037,	0.000,	0.000,	0.000,	0.000,	0.148,	0.449,	0.809,	0.694,	0.901,	0.788,	1.048,	0.901,	0.964,	0.461,	0.154,	0.274,	0.057, 
K22, 	S44, 	0.000,	0.000,	0.192,	0.001,	0.105,	0.301,	0.174,	0.108,	0.037,	0.406,	0.000,	0.007,	0.157,	0.507,	0.458,	0.786,	0.882,	0.990,	0.867,	0.797,	0.699,	0.488,	0.293,	0.170, 
K22, 	S45, 	0.000,	0.114,	0.082,	0.175,	0.052,	0.114,	0.185,	0.092,	0.000,	0.146,	0.398,	0.171,	0.324,	0.615,	0.468,	0.710,	0.820,	0.724,	0.868,	0.603,	0.455,	0.374,	0.165,	0.073, 
K22, 	S46, 	0.112,	0.121,	0.232,	0.000,	0.145,	0.105,	0.097,	0.000,	0.315,	0.311,	0.000,	0.150,	0.409,	0.614,	0.698,	0.784,	0.881,	0.714,	0.776,	0.755,	0.428,	0.126,	0.213,	0.098, 
K22, 	S47, 	0.000,	0.129,	0.115,	0.000,	0.115,	0.180,	0.130,	0.077,	0.000,	0.472,	0.000,	0.157,	0.448,	0.470,	0.703,	0.696,	0.907,	0.812,	0.865,	0.587,	0.520,	0.559,	0.361,	0.294, 
K22, 	S48, 	0.130,	0.176,	0.164,	0.118,	0.047,	0.148,	0.139,	0.338,	0.000,	0.000,	0.000,	0.130,	0.524,	0.668,	0.435,	0.657,	0.881,	0.995,	1.003,	0.516,	0.450,	0.278,	0.161,	0.407, 
K22, 	S49, 	0.000,	0.005,	0.207,	0.051,	0.128,	0.190,	0.091,	0.262,	0.076,	0.324,	0.082,	0.113,	0.160,	0.570,	0.460,	0.742,	0.637,	0.674,	0.762,	0.675,	0.621,	0.368,	0.055,	0.362, 
K22, 	S50, 	0.046,	0.000,	0.062,	0.088,	0.053,	0.116,	0.061,	0.207,	0.050,	0.000,	0.000,	0.079,	0.516,	0.569,	0.743,	0.840,	0.825,	0.731,	0.960,	0.846,	0.347,	0.189,	0.181,	0.350, 
K22, 	S51, 	0.164,	0.289,	0.212,	0.088,	0.090,	0.000,	0.171,	0.088,	0.374,	0.000,	0.000,	0.144,	0.540,	0.463,	0.407,	0.702,	0.815,	0.995,	0.960,	0.711,	0.698,	0.591,	0.251,	0.421, 
K22, 	S52, 	0.036,	0.102,	0.207,	0.196,	0.165,	0.190,	0.114,	0.137,	0.112,	0.354,	0.078,	0.112,	0.337,	0.542,	0.615,	0.652,	0.940,	0.732,	0.728,	0.502,	0.737,	0.222,	0.261,	0.372, 
K22, 	S53, 	0.141,	0.289,	0.212,	0.095,	0.062,	0.105,	0.208,	0.033,	0.000,	0.000,	0.000,	0.160,	0.444,	0.707,	0.529,	0.651,	0.985,	0.970,	0.285,	0.540,	0.470,	0.572,	0.250,	0.411, 
K22, 	S54, 	0.167,	0.338,	0.007,	0.090,	0.251,	0.095,	0.179,	0.038,	0.037,	0.038,	0.110,	0.000,	0.159,	0.469,	0.887,	0.786,	0.725,	0.737,	0.865,	0.735,	0.572,	0.173,	0.250,	0.107, 
K22, 	S55, 	0.169,	0.000,	0.000,	0.307,	0.183,	0.035,	0.172,	0.107,	0.031,	0.011,	0.000,	0.153,	0.516,	0.608,	0.594,	1.009,	0.736,	0.804,	0.838,	0.837,	0.549,	0.068,	0.210,	0.400, 
K22, 	S56, 	0.166,	0.000,	0.000,	0.000,	0.096,	0.176,	0.073,	0.119,	0.290,	0.000,	0.029,	0.272,	0.162,	0.332,	0.487,	0.809,	0.661,	0.723,	0.816,	0.521,	0.601,	0.584,	0.301,	0.255, 
K22, 	S57, 	0.003,	0.009,	0.112,	0.088,	0.203,	0.071,	0.000,	0.114,	0.000,	0.228,	0.000,	0.174,	0.161,	0.618,	0.608,	0.652,	0.775,	0.871,	0.677,	0.677,	0.357,	0.125,	0.296,	0.192, 
K22, 	S58, 	0.090,	0.145,	0.087,	0.090,	0.000,	0.079,	0.105,	0.111,	0.327,	0.000,	0.000,	0.256,	0.552,	0.770,	0.780,	0.597,	0.722,	0.974,	0.772,	0.804,	0.389,	0.374,	0.394,	0.371, 
K22, 	S59, 	0.044,	0.310,	0.000,	0.000,	0.046,	0.226,	0.161,	0.056,	0.142,	0.275,	0.000,	0.158,	0.280,	0.602,	0.809,	0.701,	0.826,	0.987,	0.263,	0.460,	0.567,	0.286,	0.129,	0.036, 
K22, 	S60, 	0.091,	0.268,	0.000,	0.197,	0.132,	0.170,	0.000,	0.604,	0.369,	0.000,	0.376,	0.000,	0.160,	0.302,	0.429,	0.702,	0.760,	0.733,	0.848,	0.701,	0.377,	0.286,	0.353,	0.495, 
K22, 	S61, 	0.162,	0.210,	0.218,	0.152,	0.177,	0.212,	0.062,	0.581,	0.004,	0.140,	0.081,	0.000,	0.090,	0.596,	0.613,	0.535,	0.777,	0.912,	0.852,	0.770,	0.817,	0.291,	0.063,	0.416, 
K22, 	S62, 	0.094,	0.000,	0.000,	0.340,	0.000,	0.287,	0.137,	0.096,	0.000,	0.031,	0.000,	0.000,	0.533,	0.663,	0.527,	0.651,	0.958,	0.747,	0.960,	0.562,	0.385,	0.315,	0.059,	0.323, 
K22, 	S63, 	0.162,	0.049,	0.211,	0.148,	0.232,	0.180,	0.169,	0.072,	0.072,	0.000,	0.110,	0.111,	0.163,	0.498,	0.479,	0.787,	0.886,	0.992,	0.787,	0.804,	0.484,	0.325,	0.246,	0.264, 
K22, 	S64, 	0.000,	0.155,	0.121,	0.225,	0.209,	0.096,	0.150,	0.000,	0.018,	0.016,	0.000,	0.038,	0.376,	0.490,	0.642,	0.787,	0.832,	0.744,	0.684,	0.799,	0.684,	0.324,	0.396,	0.104, 
K22, 	S65, 	0.032,	0.000,	0.000,	0.220,	0.179,	0.172,	0.394,	0.105,	0.113,	0.072,	0.244,	0.142,	0.081,	0.470,	0.547,	0.786,	0.730,	0.724,	0.705,	0.653,	0.458,	0.374,	0.277,	0.150, 
K22, 	S66, 	0.000,	0.000,	0.182,	0.292,	0.112,	0.184,	0.188,	0.036,	0.076,	0.114,	0.000,	0.032,	0.153,	0.743,	0.554,	0.628,	0.958,	0.965,	1.044,	0.861,	0.558,	0.272,	0.297,	0.250, 
K22, 	S67, 	0.187,	0.157,	0.210,	0.147,	0.242,	0.000,	0.170,	0.114,	0.000,	0.351,	0.109,	0.000,	0.394,	0.578,	0.905,	0.637,	0.808,	0.842,	0.269,	0.984,	0.381,	0.131,	0.386,	0.105, 
K22, 	S68, 	0.000,	0.275,	0.146,	0.089,	0.036,	0.013,	0.180,	0.131,	0.388,	0.017,	0.024,	0.252,	0.448,	0.613,	0.600,	0.706,	0.378,	0.800,	0.780,	0.559,	0.682,	0.575,	0.290,	0.202, 
K22, 	S69, 	0.063,	0.275,	0.218,	0.088,	0.249,	0.323,	0.126,	0.000,	0.000,	0.000,	0.000,	0.000,	0.178,	0.610,	0.727,	0.818,	0.990,	1.092,	0.960,	0.837,	0.716,	0.155,	0.000,	0.100, 
K22, 	S70, 	0.086,	0.340,	0.142,	0.139,	0.168,	0.220,	0.000,	0.006,	0.000,	0.000,	0.000,	0.000,	0.315,	0.535,	0.529,	1.007,	1.082,	0.720,	0.880,	0.611,	0.539,	0.143,	0.327,	0.176, 
K22, 	S71, 	0.043,	0.272,	0.071,	0.001,	0.000,	0.109,	0.311,	0.114,	0.000,	0.000,	0.000,	0.144,	0.373,	0.549,	0.491,	0.787,	0.982,	0.915,	0.769,	0.604,	0.435,	0.280,	0.165,	0.035, 
K22, 	S72, 	0.167,	0.327,	0.077,	0.041,	0.134,	0.278,	0.063,	0.109,	0.000,	0.004,	0.139,	0.198,	0.139,	0.391,	0.825,	0.861,	0.878,	0.953,	0.867,	0.561,	0.456,	0.270,	0.046,	0.100, 
K22, 	S73, 	0.088,	0.122,	0.210,	0.201,	0.225,	0.072,	0.175,	0.062,	0.000,	0.000,	0.000,	0.110,	0.075,	0.329,	0.822,	0.924,	0.979,	0.910,	0.885,	0.804,	0.761,	0.324,	0.115,	0.034, 
K22, 	S74, 	0.000,	0.009,	0.179,	0.000,	0.257,	0.179,	0.103,	0.000,	0.071,	0.000,	0.000,	0.147,	0.468,	0.568,	0.642,	0.706,	0.604,	0.855,	0.927,	0.791,	0.693,	0.325,	0.270,	0.403, 
K22, 	S75, 	0.000,	0.000,	0.265,	0.000,	0.274,	0.196,	0.175,	0.326,	0.014,	0.000,	0.000,	0.148,	0.165,	0.338,	0.655,	0.713,	0.746,	0.911,	0.710,	0.847,	0.544,	0.136,	0.250,	0.113, 
